Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2024-05-13,2876.968262,1294.520874,5812.980469,2820.75415,1131.127075,8919.805664,1579.553467,606.9737549,1278.823364,288.3344727,5064.62793,1402.756104,417.8164978,3887.63916,1174.753296,4606.411133,2376.069092,1275.382202,1455.25,557.7532349,4731.233887,629.8891602,2328.600342,1118.372192,1389.128296,1368.451172,410.1727905,853.9108887,1639.403076,3237.961182,2168.373047,12555.26074,2489.441406,343.3431091,253.4571381,296.2553406,1402.699951,1422.392822,779.8023071,25894.86328,1511.122314,948.6411133,156.9537506,3805.684326,1228.063232,3243.03833,9495.19043,534.0999756,221.5721741
2024-05-14,3034.773926,1319.144775,5845.53418,2807.92041,1121.984131,8992.167969,1575.456055,603.0845947,1277.182617,287.8831177,5074.746582,1345.937744,422.2393494,3872.432373,1166.85022,4678.709961,2362.969482,1283.299316,1460.949951,559.6467896,4884.146973,642.9641724,2317.700684,1110.98584,1405.397583,1369.652832,408.1307068,874.6484985,1644.497681,3322.108643,2253.400391,12694.29785,2460.849609,348.1376038,259.1549377,298.8646851,1420.074951,1430.128052,788.8652954,25927.14063,1531.137695,953.484436,158.0074463,3760.761963,1241.151001,3278.17334,9603.698242,510.0499878,223.7293091
2024-05-15,3046.962646,1325.684692,5831.575684,2756.535889,1127.180176,8831.375,1568.060791,603.4730835,1302.640625,296.957428,4998.933594,1394.872803,440.2600403,3868.804688,1168.082886,4598.399902,2360.628418,1294.810547,1438.5,554.0657349,4897.559082,649.973999,2291.757813,1114.753296,1401.540405,1365.086426,406.3260498,864.180481,1648.992676,3353.418213,2285.564941,12647.83691,2438.737549,353.5680542,259.6772766,304.2766418,1416.275024,1427.383301,790.8900146,25722.66211,1513.450684,936.3352051,158.6300964,3740.710449,1240.177856,3257.889893,9557.421875,514.7999878,224.6853027
2024-05-16,3038.869873,1332.819336,5914.231934,2756.878906,1138.421509,8800.327148,1594.993774,609.5394897,1337.645508,293.964325,5071.73584,1409.151733,440.6834717,3907.169189,1163.191772,4630.444824,2363.517578,1309.624878,1460.25,565.1281128,4978.95459,649.6259766,2311.338135,1121.396118,1393.282104,1397.195923,409.7928772,879.510437,1670.219482,3401.881836,2354.51001,12380.70996,2442.052002,353.6659241,263.6656799,302.0055542,1425.349976,1449.441284,782.8394165,25589.11523,1522.269531,925.5614014,158.91745,3787.853027,1272.727051,3323.026611,9651.861328,510,227.7004089
2024-05-17,3057.702881,1323.554321,5935.518555,2752.812988,1140.469849,8709.912109,1583.750854,607.755249,1336.999146,298.5014648,5021.44043,1387.287231,442.5184937,3886.893799,1153.081787,4642.461426,2414.371826,1295.101929,1464.099976,568.2674561,4928.45166,651.7140503,2288.8479,1120.85083,1396.842529,1388.495728,414.399353,900.3967896,1694.692627,3392.19873,2496.321777,12523.21387,2419.445313,357.5797729,263.475769,302.633728,1435.699951,1431.475464,788.527832,26206.98438,1517.414185,934.7537842,160.306427,3722.941406,1270.24585,3350.187744,9832.042969,511.25,226.0090179
2024-05-21,3114.650635,1372.901489,5930.73291,2793.862061,1136.772705,8749.589844,1581.552246,609.1509399,1336.850098,305.9604492,5111.567383,1430.173584,461.7154846,3992.04834,1149.154907,4621.741211,2437.283936,1303.553345,1458.800049,563.6830444,4894.218262,689.6465454,2279.328857,1111.382324,1391.056763,1378.737793,412.9746704,916.2724609,1696.390747,3382.565186,2504.313232,12356.58789,2434.582275,363.9887085,265.9923096,314.7139282,1436.125,1426.934204,800.8689575,25736.4082,1526.876831,940.2888794,167.0118103,3709.444092,1288.247559,3365.986084,9731.688477,512.0999756,225.9599762
2024-05-22,3138.079346,1365.667847,5850.868652,2827.12207,1125.131714,8734.561523,1582.951294,609.3045654,1340.430054,304.2976074,5199.719727,1469.83728,472.1138611,4033.792236,1167.63562,4643.994629,2427.322021,1304.670654,1459.199951,558.5006714,4838.147461,680.6481323,2334.765625,1101.616333,1389.523804,1398.589844,417.8186646,908.6818848,1697.689331,3402.127686,2502.724854,12414.09375,2442.843018,365.7988892,263.9980774,314.8106079,1460.650024,1424.688477,802.6334839,25582.48828,1525.242065,936.532959,166.0059967,3720.9021,1294.57251,3372.813965,9836.516602,515.5499878,226.1560822
2024-05-23,3384.204102,1430.225464,5952.468262,2844.756592,1164.35144,8891.188477,1607.435791,616.7214355,1366.435181,307.5995178,5213.292969,1476.629639,467.9732971,4087.909912,1172.596191,4799.669922,2444.406738,1314.870605,1492.599976,563.7329102,4982.682617,672.9423218,2350.153809,1124.81665,1425.029541,1415.509766,419.1959229,909.8725586,1707.178955,3524.564209,2590.234131,12813.86914,2447.790039,364.2822266,269.173584,309.1570435,1486.050049,1444.051636,815.7206421,25580.44727,1481.445679,951.2109985,168.1134033,3780.570313,1301.481201,3440.79126,10110.59082,510.8500061,228.3622437
2024-05-24,3381.856201,1403.223267,5896.932617,2816.345703,1173.094604,8876.061523,1600.690063,617.6474609,1380.805054,310.7588806,5173.363281,1473.952271,471.4551086,4097.252441,1166.243774,4827.461914,2431.655518,1306.759155,1517.199951,563.1846924,4956.632324,669.4125366,2336.886719,1122.28833,1425.969238,1408.491821,414.3044434,901.5874634,1701.584961,3564.376953,2560.998291,12878.80566,2441.458252,366.8751831,268.9836731,308.0939636,1480.25,1433.521606,812.2895508,25360.82422,1473.122437,949.4318848,167.4907684,3737.894775,1286.155396,3401.270508,10170.78418,515.7999878,227.308197
2024-05-27,3286.043945,1418.631836,5921.809082,2813.945557,1186.084595,8926.154297,1594.793945,622.9414063,1376.677979,311.6853333,5145.27832,1466.218018,465.2914124,4229.291992,1167.62561,4740.771973,2381.498291,1314.627563,1527.699951,562.3376465,4923.318848,673.9863281,2352.126953,1120.15686,1449.013306,1414.500366,409.840332,894.9395752,1709.126709,3590.03418,2530.571045,12785.33789,2433.69165,361.6893005,263.6656799,307.2725525,1466.25,1407.520996,817.2891846,25319.73047,1452.661011,947.4055786,168.1134033,3735.515869,1293.891357,3392.299805,10165.21777,524.9500122,221.8173065
2024-05-28,3241.084961,1387.765137,5887.111816,2852.054932,1182.487427,8917.276367,1598.641479,620.913269,1363.451782,307.1481628,5183.086426,1467.011108,458.8923645,4365.307617,1186.036621,4718.66748,2431.008057,1319.581909,1530.5,576.489502,5020.208984,677.416687,2363.421387,1117.331055,1443.326416,1410.366577,407.4658203,900.2975464,1701.78479,3596.128906,2534.244141,12698.65625,2425.579102,357.5308533,260.4844055,302.2954407,1456.199951,1447.994019,814.7894287,25538.35742,1451.521484,936.5823364,167.5386505,3728.572998,1279.684448,3398.280273,10118.89258,517.5,223.5822296
2024-05-29,3255.821533,1397.178711,5886.064941,2841.229492,1158.855591,8997.078125,1568.910156,614.9191895,1369.46814,300.995697,5162.603027,1480.992676,457.7631531,4420.866211,1193.084839,4693.396973,2391.4104,1314.433472,1508.300049,559.9457397,4981.278809,701.2798462,2341.177246,1092.594116,1444.216675,1394.88855,409.3179626,894.8899536,1686.002075,3573.125977,2515.233154,12668.9873,2449.818115,356.7480774,258.1578369,307.0309448,1440.775024,1410.116211,806.4567261,25230.41797,1465.443115,932.6781006,166.9160156,3693.374023,1251.80603,3369.375,9964.30957,517.25,221.0083771
2024-05-30,3191.330811,1370.919678,5749.468262,2825.11377,1167.049316,8896.198242,1523.139038,597.7319946,1369.517944,297.289978,5131.754395,1454.269165,453.7167358,4385.880859,1167.834351,4690.974121,2336.222168,1293.790527,1514.849976,548.8833618,4973.773438,691.1877441,2319.476074,1104.194214,1430.914307,1372.296631,402.5743408,876.8314209,1688.249634,3573.027588,2475.375244,12480.12109,2379.178955,351.9536133,253.2672424,296.4003296,1424.849976,1377.428467,809.593689,24968.20508,1445.774414,913.2555542,157.2411194,3627.782471,1207.434082,3261.179199,9810.669922,506.1000061,214.2183075
2024-05-31,3408.232178,1424.32959,5822.004395,2822.664551,1161.253784,9011.510742,1527.63623,605.0721436,1365.142334,298.263916,5113.245117,1435.032349,462.2330627,4280.925293,1151.550781,4681.578613,2307.383057,1286.262085,1531.550049,547.9863892,4957.891113,685.4207764,2297.429688,1111.481567,1445.799072,1371.760498,405.0438538,873.7058716,1678.560303,3607.040771,2488.032471,12283.28027,2329.810303,351.2686462,251.0355682,299.5895081,1430.400024,1383.766357,814.005127,24587.89063,1446.46814,912.3165283,160.162735,3564.52124,1195.36792,3231.32666,9857.044922,508.7999878,214.831131
2024-06-03,3641.918457,1569.546875,5833.96875,2808.214355,1222.956177,9260.19043,1574.806519,624.7527466,1383.390625,316.4837646,5101.399414,1440.139038,482.1357727,4295.535645,1149.85083,4619.664551,2359.731934,1276.887939,1572.199951,548.2355347,4997.596191,691.9832153,2323.915039,1150.098999,1512.904053,1370.7854,408.7480774,908.18573,1716.169067,3831.024414,2614.85376,12359.41113,2329.958984,383.3622742,269.7908325,326.3109741,1510.324951,1388.856567,887.822937,25214.17969,1439.779785,939.4487915,166.9160156,3595.496338,1211.812866,3250.563721,10408.3252,528.1500244,217.7236481
2024-06-04,2938.561768,1237.593018,5828.485352,2799.593018,1130.377563,9172.205078,1476.368652,588.074585,1292.49707,275.6494751,5256.678711,1450.253296,415.840332,4297.771973,1139.41272,4446.136719,2247.762207,1266.299316,1483.150024,532.6386108,5142.955566,645.3504639,2462.40918,1062.30481,1376.221436,1358.841309,401.3532104,835.3066406,1636.156738,3345.455811,2554.197998,12062.11914,2401.884521,324.1163025,224.3983612,286.0113525,1397.275024,1336.306641,759.9407349,24789.33203,1416.791626,893.4376221,152.2599792,3607.294189,1205.925903,3228.38623,9859.828125,495.9500122,214.8066101
2024-06-05,3112.50293,1342.282471,5917.172852,2901.578125,1183.586548,9524.838867,1516.743042,617.6248779,1336.899658,276.0770264,5416.152832,1484.364014,433.3905029,4475.23291,1157.972656,4528.820801,2296.026855,1305.302002,1551.800049,550.0793457,5479.769531,691.2871704,2567.413574,1099.187378,1484.469727,1394.380859,415.949585,871.5726318,1716.218994,3351.157227,2721.026367,12385.61328,2483.109863,333.6563416,235.034256,288.765625,1420.75,1387.459229,774.2042847,25385.33398,1473.716919,919.1860962,162.0785522,3637.832275,1232.782471,3306.82959,9978.921875,528.4500122,221.3515625
2024-06-06,3182.738525,1340.647339,5944.442383,2845.785156,1170.046997,9623.239258,1525.487549,625.6787109,1363.004272,277.5260925,5370.546875,1464.581787,445.0592651,4421.760742,1171.254028,4668.02832,2325.812256,1357.564453,1559.699951,553.368103,5359.443848,673.6383057,2514.985596,1100.922363,1464.837646,1435.478149,420.8795471,881.1971436,1732.800781,3423.459473,2680.225342,12554.91406,2445.069336,342.217865,239.5924988,290.3602295,1431.599976,1440.109009,800.8688965,25539.94922,1459.250244,927.3900146,164.808609,3719.348633,1281.971191,3310.816406,9995.672852,537.4000244,226.0090179
2024-06-07,3216.607666,1366.31189,5996.837402,2868.219971,1185.884888,9647.144531,1566.711548,649.6730957,1417.351318,284.9613037,5393.349609,1484.661499,450.8936157,4496.452148,1205.123535,4709.81543,2370.739746,1390.593018,1573.349976,561.0420532,5405.541016,676.4720459,2542.80249,1112.125854,1475.716919,1495.295898,424.5044556,905.0603027,1751.780029,3472.561768,2836.679688,12691.0293,2475.78833,352.8342285,247.2845306,298.9613342,1469.949951,1423.141357,813.6130371,25979.54297,1493.088379,959.2667236,171.370285,3781.055908,1340.501343,3432.817383,10401.4668,539.75,237.5545807
2024-06-10,3217.156982,1371.464722,6038.86377,2877.869873,1199.074585,9654.583984,1564.812866,640.4086914,1418.146973,286.2915649,5417.880371,1521.350464,449.5291748,4508.578125,1214.040649,4730.337891,2437.43335,1378.207397,1561.300049,567.270874,5541.45752,672.5446167,2530.521729,1114.208008,1469.535522,1462.29126,422.3294983,908.7811279,1743.738892,3483.62085,2787.142334,12598.55176,2521.051025,357.0415955,246.0974731,305.1947021,1471.400024,1429.579224,815.4265747,27137.37695,1499.28125,963.862915,172.7017822,3746.827637,1304.254517,3411.038574,10762.42578,551.5,232.9951935
2024-06-11,3218.305908,1390.688232,6089.962402,2870.995117,1193.678711,9733.592773,1567.26123,644.8579712,1419.340332,288.4769897,5446.853027,1517.384155,448.2587891,4448.148926,1200.739502,4706.501953,2447.494629,1387.970215,1564.800049,569.7623901,5603.82373,669.1142578,2521.643799,1108.655762,1464.78833,1458.391113,418.5595703,903.0261841,1718.116943,3537.638672,2814.938965,12743.28516,2514.867676,359.487793,259.7721558,305.9195557,1456.675049,1425.33728,819.1027832,26962.1875,1486.053223,978.6854248,173.6980286,3740.419434,1313.109497,3399.576172,10869.09277,554.2999878,233.3873901
2024-06-12,3216.108154,1381.274536,6150.434082,2874.308838,1186.984009,9824.404297,1578.10437,652.0535278,1430.428467,291.3988037,5369.411133,1527.994141,459.8804932,4425.189941,1204.875,4797.493652,2440.770508,1397.635864,1574.150024,570.7589722,5607.310059,670.0588989,2494.368896,1109.994385,1467.953125,1448.104614,417.8829041,909.7733765,1713.871582,3568.702393,2767.287842,12729.11816,2510.267334,363.303772,261.6239929,313.7475281,1463.324951,1449.940308,822.5828857,27435.45313,1493.088379,980.2717896,174.5601349,3720.562012,1333.689819,3371.268799,10979.6875,550.0499878,233.8041077
2024-06-13,3221.852783,1391.679199,6187.92334,2878.463379,1173.744141,9843.400391,1589.097412,659.027832,1417.848633,294.2493591,5310.330566,1531.563965,459.127655,4565.479004,1211.99292,4748.882324,2448.640381,1402.88147,1580.75,591.4884644,5632.294922,676.8201294,2453.629639,1097.898438,1490.700562,1456.636108,415.949585,908.6322632,1724.459961,3640.807861,2840.898682,12726.6416,2524.563232,361.9828491,262.6210938,310.6549988,1465.25,1447.145752,827.2884521,27387.48242,1497.002319,977.4460449,174.8762512,3765.714111,1351.545654,3460.875488,11107.92676,557.7000122,236.598587
2024-06-14,3260.083008,1423.773071,6189.319336,2889.9375,1180.139282,9961.75,1590.74646,663.2377319,1419.489502,297.7175903,5324.347656,1551.593994,458.2337036,4560.608887,1209.885376,4881.018555,2461.73999,1390.155884,1596.900024,596.3220215,5620.867676,679.7035522,2469.915039,1096.212891,1485.85437,1451.71228,416.7712708,913.9903564,1715.319946,3625.226563,2907.3125,12725.00781,2515.411865,360.5151367,261.5290222,310.7033081,1477.550049,1467.107666,822.6809082,27434.55664,1502.154907,984.9317627,175.4414215,3720.950439,1334.51709,3518.536865,11176.51953,551.7000122,234.0982666
2024-06-18,3307.358887,1438.003906,6217.984375,2886.871338,1190.980835,9918.200195,1596.942505,662.6188354,1420.434204,299.7367249,5326.519531,1561.55957,460.2098083,4536.655762,1191.196045,4882.007813,2448.142334,1396.130127,1607.800049,599.1624146,5573.07666,674.8812256,2476.38916,1113.266113,1491.343506,1460.779907,414.4513245,918.1576538,1717.517578,3626.602783,2940.370361,12443.41797,2523.178223,361.6893005,261.908844,320.6574097,1481.025024,1470.750854,828.2687378,27358.94141,1507.05957,977.4956665,173.4968567,3704.492188,1334.419678,3577.294678,11053.49902,556.1500244,241.1334839
2024-06-19,3260.23291,1441.387451,6155.369629,2860.361572,1225.704102,9685.799805,1593.894409,653.5170898,1384.633667,292.5627747,5291.771484,1546.685669,449.7644348,4452.373047,1184.227295,4827.26416,2437.781982,1404.532837,1657.849976,594.1793213,5469.311035,658.6244507,2447.255127,1134.681641,1511.420532,1473.601563,409.5213928,907.838501,1744.787598,3529.037109,2912.524414,12127.55078,2499.137207,354.6932983,257.8729553,316.3085022,1458.650024,1446.447021,835.8171387,27340.3125,1490.264404,969.0184937,172.4431763,3691.480469,1343.955811,3451.057861,10930.72754,557.2999878,243.0454865
2024-06-20,3257.78418,1462.285767,6157.662598,2883.903809,1238.544189,9632,1585,651.0914307,1373.49585,297.5275269,5309.343262,1531.861328,454.6577454,4476.574219,1187.130127,4823.456055,2489.234375,1402.201416,1669.349976,588.0999756,5330.730957,672.644043,2472.355225,1146.926392,1511.074341,1477.550415,409.1830444,922.4242554,1764.316284,3561.236572,2850.32959,12035.81738,2512.691162,349.9477539,258.1578369,313.6508484,1473.699951,1452.734985,827.1413574,27594.40234,1457.565796,969.9108887,174.6080322,3677.449463,1355.583984,3424.743896,10838.92285,569,240.4225922
2024-06-21,3187.670166,1478.307739,6151.830078,2859.520996,1236.495728,9602.25,1578.900024,678.3965454,1408.202393,292.2777405,5261.811523,1528.589111,451.8817444,4494.563965,1195.21228,4792.400391,2456.709229,1406.475708,1665.75,580.9500122,5279.791992,680.5984497,2431.617432,1148.76062,1510.38208,1494.418335,405.6064758,929.6179199,1773.706055,3502.336182,2819.306885,12087.33105,2471.781494,352.0514221,256.068634,315.0038757,1454.199951,1461.368652,819.8380127,27300.86133,1453.849976,953.6010742,175.839325,3700.267822,1362.103638,3388.661865,10599.54199,565.9500122,240.4961395
2024-06-24,3192.967529,1453.180054,6241.116211,2864.664551,1227.152954,9745.25,1587.650024,673.4138184,1411.931641,290.0447998,5229.680176,1491.751465,445.7650452,4491.97998,1203.860962,4817.521973,2505.471924,1399.675781,1672.400024,579.5,5349.954102,681.3441772,2432.513916,1160.112793,1474.035645,1489.006958,409.1830444,928.079895,1770.609375,3498.967529,2894.605469,12069.40039,2503.094482,354.9379272,256.3060303,321.7688293,1441.474976,1449.990234,816.3088989,27216.17969,1480.851196,949.8830566,173.9044495,3706.142578,1363.952393,3401.220947,10722.41309,572.0999756,240.4961395
2024-06-25,3169.479492,1449.099854,6276.810547,2827.471924,1270.469482,9659.950195,1603.349976,672.710144,1407.108398,281.5405884,5283.282227,1487.090942,441.5774536,4511.609375,1208.523438,4722.722168,2507.314697,1406.572876,1711.349976,590.9500122,5335.959961,681.5927124,2422.553467,1187.725098,1479.129028,1503.437256,409.1830444,922.6723022,1779.949219,3554.648193,2888.251953,12003.22461,2488.650146,353.0788574,253.5520935,316.4051819,1454.150024,1459.222656,825.6708984,27115.31055,1491.453491,946.8590698,171.6764069,3727.164795,1389.300781,3391.353027,10782.25879,571.0999756,243.5847626
2024-06-26,3168.879639,1460.693481,6118.727539,2832.319092,1284.408813,9474.650391,1600.25,680.6739502,1451.411621,283.5360107,5352.037598,1466.664185,441.1069336,4517.622559,1206.863281,4687.759766,2542.479736,1402.444336,1701.5,589.0499878,5280.760742,670.8543091,2435.900391,1207.604004,1481.453247,1502.218506,409.8114014,912.055481,1796.181396,3569.658203,2830.772949,12084.11133,2507.249756,357.188385,254.2642975,315.7286987,1514.025024,1448.143799,828.7098389,27395.60352,1507.257813,943.7359009,168.6275024,3744.060791,1374.996826,3361.75,11077.40723,570.3499756,242.7758484
2024-06-27,3173.527344,1478.307739,6174.263672,2849.62915,1287.955933,9417.450195,1603.099976,681.4869995,1467.621338,289.6647339,5360.526855,1468.449097,439.5072021,4494.763184,1239.838013,4662.143555,2627.503174,1413.324341,1696.150024,593.25,5311.943359,681.3441772,2452.384521,1209.487793,1486.25,1534.052979,411.4063721,935.8193359,1828.545898,3531.464355,2867.950684,12064.79395,2506.755127,369.0278015,254.0269012,320.415802,1530.550049,1460.669922,827.3864136,27727.89844,1502.402466,963.8132935,170.1910553,3820.090332,1393.679688,3380.600098,11647.62695,567.8499756,250.4238586
2024-06-28,3175.526123,1470.943604,6167.483398,2885.437012,1264.274292,9501.650391,1588.150024,676.6183472,1436.047241,288.8095703,5405.195313,1468.349854,445.2474976,4568.411133,1272.932007,4621.741211,2660.227295,1417.889893,1683.800049,595.0499878,5403.361816,689.5968628,2463.241455,1189.360962,1464.5,1527.617798,410.7297058,924.2598267,1800.526611,3515.661621,2845.812744,11921.24902,2524.464111,370.2019653,260.3894653,319.835968,1565.400024,1489.115723,832.2390137,27765.70898,1506.960571,981.3128662,170.0444641,3790.960205,1391.830811,3404.199951,11599.11426,570.8499756,252.4093933
2024-07-01,3182.172852,1467.360962,6122.416504,2896.070313,1260.92688,9532.400391,1580.199951,691.9468994,1445.942017,289.3796387,5406.133301,1466.664185,446.8001404,4574.026367,1263.259277,4584.750977,2715.962891,1426.875732,1705.199951,600.75,5426.119629,685.9179077,2495.164551,1201.50647,1456.900024,1551.067139,414.7413025,936.5634766,1806.120483,3493.964111,2854.946045,11995.34961,2540.739014,361.7871704,259.2024231,318.531311,1560.150024,1498.996948,825.3768311,28246.84375,1506.217407,993.5079956,170.1031036,3862.863281,1432.456543,3431.449951,11834.46875,573.4500122,258.5376282
2024-07-02,3151.588623,1467.709351,6079.643066,2893.894531,1252.433472,9401.25,1579.75,681.3776245,1411.086304,289.2371521,5332.245117,1476.133911,450.8466187,4543.563477,1266.549805,4575.058594,2732.449707,1438.484253,1730.599976,589.7999878,5391.256836,690.7900391,2475.293457,1180.437866,1429.449951,1580.561768,411.3097229,930.9573975,1767.662598,3592.990479,2844.323486,11929.91699,2517.341064,362.4231567,261.0067139,319.6909485,1565.175049,1492.060181,809.8878174,27593.70703,1510.131348,972.9348755,170.5623779,3900.927002,1432.505127,3399.649902,11784.06738,566.6500244,263.8569336
2024-07-03,3189.319336,1503.33606,6174.462891,2893.844971,1279.012939,9422.400391,1594.150024,690.2400513,1411.981323,291.3275757,5379.085449,1471.275024,456.3516235,4531.338379,1277.614258,4640.878906,2731.852051,1438.678467,1768.650024,596.1500244,5403.506836,687.7077026,2500.393555,1191.343872,1455.5,1586.753052,414.0162964,943.0130005,1808.717529,3580.952881,2857.030518,12010.20996,2524.315918,364.6247253,260.8642883,323.8948975,1552.425049,1493.507446,823.4161987,27281.03516,1519.940918,967.3330688,172.3506775,3850.288574,1439.949341,3360.25,11802.10938,572.1500244,264.2491455
2024-07-04,3142.643066,1496.369873,6206.717773,2903.093262,1279.912231,9460.849609,1585.699951,675.8101196,1415.163574,287.9068604,5356.528809,1468.300293,460.6803284,4516.330078,1288.241333,4638.109863,2724.380859,1478.846802,1727.150024,603.9500122,5382.783203,687.9064941,2486.050537,1222.475952,1442.849976,1609.422363,414.7413025,937.0099487,1831.842285,3540.282227,2881.699951,11976.47754,2518.033447,364.9182739,263.0958862,323.7499695,1554.025024,1504.885742,822.7789307,27355.9043,1543.672241,989.6907959,172.2725067,3904.374023,1419.855347,3336,11690.7207,570.4500122,260.1800232
2024-07-05,3146.29126,1493.185303,6309.912598,2904.08252,1286.057495,9635.799805,1579.599976,678.7531128,1421.776611,291.375061,5475.529785,1497.2052,462.5153503,4601.458008,1296.323486,4685.385742,2737.480469,1475.981201,1648.099976,607.3499756,5382.492188,695.164978,2536.898193,1222.872559,1434.25,1606.302246,419.1878967,946.6345825,1850.671631,3593.634521,2880.600098,11990.79297,2546.724365,371.6207275,273.6843262,328.0021973,1588.625,1526.494629,842.826416,27425.29102,1554.076294,985.1796265,170.7285156,3895.489258,1421.996094,3269.350098,11621.2334,572.7000122,262.3371277
2024-07-08,3112.008789,1468.157227,6298.845703,2866.741699,1286.856812,9529.400391,1570.099976,674.9732666,1427.196533,284.5812378,5497.000488,1474.547363,464.2091675,4436.967773,1299.136719,4702.348145,2731.652588,1489.581055,1635.349976,620.9000244,5328.115723,693.2260742,2576.888916,1224.508545,1438.050049,1620.147583,428.8060608,931.9000244,1851.171021,3598.439697,2851.350098,11911.09473,2575.662842,369.3213806,284.0828247,328.0021973,1600.900024,1512.072021,839.3953247,27091.10156,1542.185913,994.0532837,168.3538818,3877.428467,1428.077637,3156.199951,11514.61523,567.4000244,265.3277283
2024-07-09,3109.160156,1470.844116,6301.687012,2873.517578,1288.40564,9534.099609,1581.599976,672.1016235,1427.59436,285.2463684,5596.011719,1499.337158,464.6796875,4524.182617,1308.819458,4775.784668,2751.227539,1487.346802,1636.5,623.6500244,5412.609863,702.9702148,2579.876953,1237.595825,1434.25,1615.76001,437.5059204,935.2999878,1845.826904,3632.224854,2925.5,12707.67188,2605.046631,368.9299316,282.4684448,329.6934204,1590.275024,1521.853516,844.3458862,27671.96289,1570.921021,1006.298035,167.8848267,3869.95166,1426.277588,3215.149902,11610.94336,563.9500122,265.2296753
2024-07-10,3094.417725,1480.59668,6356.924316,2963.976563,1290.653931,9542.450195,1582.550049,670.855896,1437.041748,285.3888855,5681.597656,1500.477417,461.8095703,4608.664063,1310.748047,4796.010254,2791.422852,1466.801147,1626.099976,632.75,5334.749512,689.3482666,2600.096436,1232.588867,1425.949951,1607.082275,436.3942871,925.4000244,1827.84668,3616.322998,2732,12653.28516,2588.573975,373.1862793,283.1331787,334.4288635,1584.224976,1555.838867,832.2880249,27800.625,1583.95105,996.9285889,164.151886,3795.81543,1423.942139,3225,11565.66211,559.7999878,262.5577393
2024-07-11,3076.726807,1476.665771,6370.234375,2989.299072,1295.75,9466.799805,1587.849976,660.9047852,1429.980957,291.3275757,5687.273926,1493.338013,470.5611267,4554.545898,1311.185425,4775.734863,2790.875244,1468.695313,1621.900024,634.25,5351.696777,692.3311768,2598.50293,1227.879395,1429.75,1611.421143,443.3541565,925,1842.480591,3587.640625,2698.050049,12596.22461,2565.571533,368.9789124,289.4007568,331.2879944,1580.650024,1555.838867,839.8364868,27668.27539,1567.304321,1012.098145,165.0704651,3809.943359,1421.266113,3248.600098,11486.83008,557.7000122,261.8468628
2024-07-12,3063.883301,1479.501953,6335.187988,2966.647217,1317.300049,9430.75,1597.25,666.0396118,1425.307007,289.3796387,5712.692871,1499.337158,466.9382019,4511.609375,1335.978638,4807.434082,2832.86377,1515.615234,1622.699951,635.5499878,5371.694824,688.1054077,2611.849854,1222.376831,1434.550049,1668.996338,443.7407837,934.4000244,1830.843384,3615.629639,2703.949951,12444.95313,2581.203369,369.0278015,291.6324158,331.5779419,1596.724976,1559.881104,842.7774048,27561.57617,1567.851074,1008.082703,164.8457031,4062.648438,1464.519287,3229.850098,11533.90039,563.6500244,274.6181335
2024-07-15,3088.820557,1487.811523,6418.292969,2924.459473,1307.449951,9673.349609,1602.199951,671.692688,1429.632935,292.4202881,5735.052246,1504.443726,468.396759,4547.489258,1350.949951,4827.857422,2793.016846,1524.746582,1622.099976,638.0499878,5429.266602,696.1094971,2609.907471,1219.451904,1444.050049,1664.413696,447.9457092,931.7000122,1841.531738,3617.858643,2731.050049,12525.64063,2577.344971,377.3447571,306.2567444,332.3027344,1597.224976,1610.384888,864.0012207,27513.10938,1576.697754,1015.71698,162.9596863,4048.325928,1458.680786,3224.199951,11763.8877,565.0499878,274.3974915
2024-07-16,3107.710938,1491.792236,6434.694336,2942.214844,1304,9718.349609,1609.550049,671.2505493,1458.372803,300.2118225,5787.025391,1497.70105,482.2299194,4542.916992,1329.209961,4862.226563,2816.526611,1524.697998,1619.75,646.75,5401.90918,686.8624878,2677.787109,1229.317017,1445.900024,1682.939087,450.0240479,934.3499756,1803.323608,3602.947754,2756.75,12521.28223,2590.709473,372.2567444,306.3992004,330.9497986,1576.25,1618.27002,863.3640137,27801.9707,1569.839111,1012.44519,163.2626343,4057.307861,1475.368896,3234.050049,11589.96875,557.2999878,274.3974915
